partID,label,partType,partDesc,partInstr,fKAliasID,domain,specimenSet,compartmentSet,group,class,nomenclature,ontologyRef,latExp,mmaSet,unitSet,aggregationScale,aggregationSet,qualityIndSet,missingnessSet,status,firstReleased,lastUpdated,changes,protocolSteps,protocolStepsRequired,protocolStepsOrder,protocolRelationships,protocolRelationshipsRequired,protocolRelationshipsOrder,measures,measuresRequired,measuresOrder,measureSets,measureSetsRequired,measureSetsOrder,datasets,datasetsRequired,datasetsOrder,sites,sitesRequired,sitesOrder,samples,samplesRequired,samplesOrder,addresses,addressesRequired,addressesOrder,contacts,contactsRequired,contactsOrder,organizations,organizationsRequired,organizationsOrder,phActions,phActionsRequired,phActionsOrder,calculations,calculationsRequired,calculationsOrder,instruments,instrumentsRequired,instrumentsOrder,polygonRelationships,polygonRelationshipsRequired,polygonRelationshipsOrder,polygons,polygonsRequired,polygonsOrder,accessions,accessionsRequired,accessionsOrder,languages,languagesRequired,languagesOrder,translations,translationsRequired,translationsOrder,parts,partsRequired,partsOrder,sets,setsRequired,setsOrder,qualityReports,qualityReportsRequired,qualityReportsOrder,sampleRelationships,sampleRelationshipsRequired,sampleRelationshipsOrder,protocols,protocolsRequired,protocolsOrder,countries,countriesRequired,countriesOrder,zones,zonesRequired,zonesOrder,wideNames,wideNamesRequired,wideNamesOrder,refLink,dataType,minValue,maxValue,minLength,maxLength
scsDep,Secondary clarifier sludge depreciated,categories,Sludge produced by secondary clarifiers.,"Deprecated in version 2, please do not use. Duplicate of the sampleMat categories - refer to those.",,naDomain,naSpecimenSet,naCompartmentSet,colGrp,naClass,naNomenclature,,,,naUnitSet,naAggrScale,naAggrSet,,,depreciated,1.0.0,2.0.0,"depreciated, site material like this now captured in sample table",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,input,,,,varchar,,,0,30
sd,Standard deviation,aggregations,Standard deviation.,,,naDomain,naSpecimenSet,naCompartmentSet,naGroup,naClass,naNomenclature,,,,naUnitSet,quantAggScale,naAggrSet,,,active,1.0.0,2.0.0,,input,,,,,,input,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,input,,,,varchar,seeUnitVal,seeUnitVal,,
sdn,Normalized standard deviation,aggregations,"Standard deviation, normalized.",,,naDomain,naSpecimenSet,naCompartmentSet,naGroup,naClass,naNomenclature,,,,naUnitSet,quantAggScale,naAggrSet,,,active,1.0.0,2.0.0,,input,,,,,,input,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,input,,,,varchar,seeUnitVal,seeUnitVal,,
sDryer,Sludge dryer ,categories,A facility or equipment used to reduce moisture content in wastewater sludge for easier handling and disposal.,,,naDomain,naSpecimenSet,naCompartmentSet,colGrp,naClass,naNomenclature,ENVO:03501473,,,naUnitSet,naAggrScale,naAggrSet,,,active,3.0.0,3.0.0,added in V3.0.0,,,,,,,,,,,,,,,,input,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,varchar,,,0,50
sDWwST,Sterile Distilled Water with Sodium Thiosulfate,categories,Sterile Distilled Water with Sodium Thiosulfate - Used to neutralize chlorine for microbiological analysis in wastewater samples.,,,naDomain,naSpecimenSet,naCompartmentSet,naGroup,naClass,naNomenclature,,,,naUnitSet,naAggrScale,naAggrSet,,,active,3.0.0,3.0.0,added in V3.0.0,input,,,,,,input,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,varchar,,,0,50
se,Sets look-up table Shorthand,shortName,"The abbreviated short name used to reference the Look up table for all sets, managing how categorical inputs for various methods and attributes are grouped together.",table,,naDomain,naSpecimenSet,naCompartmentSet,naGroup,naClass,naNomenclature,,,,naUnitSet,naAggrScale,naAggrSet,,,active,2.2.2,2.2.2,added in V2.2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,input,,,,varchar,,,0,30
sea,"Sea, natural water body",categories,"Sea, natural water body",,,naDomain,naSpecimenSet,naCompartmentSet,colGrp,naClass,naNomenclature,,,,naUnitSet,naAggrScale,naAggrSet,,,active,1.0.0,2.0.0,"description wording, structure. Maintained originl sample table entry from v1.",,,,,,,input,,,,,,,,,input,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,input,,,,varchar,,,0,30
secClar,Secondary clarifer ,categories,"A tank in wastewater treatment that removes biological solids (e.g., microbial flocs) after aeration.",,,naDomain,naSpecimenSet,naCompartmentSet,colGrp,naClass,naNomenclature,ENVO:03501471,,,naUnitSet,naAggrScale,naAggrSet,,,active,3.0.0,3.0.0,added in V3.0.0,,,,,,,,,,,,,,,,input,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,varchar,,,0,50
seconds,Seconds,units,"The unit of time, seconds.",,,allDo,anySpecimenSet,naCompartmentSet,naGroup,naClass,naNomenclature,,$s$,,naUnitSet,quantAggScale,linearAggrSet,,,active,2.2.0,2.2.0,added in V2.2.0,input,,,,,,input,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,input,,,,varchar,,,0,30
seeUnitAggScale,See unit (aggregation scales),aggregationScales,A value for aggregation scale to be used when the aggregation scale depends on that specified in the parts list entry for the unit. ,"When you encounter this value, see the unit being used for that entry and follow that aggregation scale entry.",,naDomain,naSpecimenSet,naCompartmentSet,naGroup,naClass,naNomenclature,,,,naUnitSet,naAggrScale,naAggrSet,,,active,2.0.0,2.0.0,added in V2.0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,input,,,,,,,,,,,,,,,,,,,,,,,,,varchar,,,0,30
seeUnitData,See unit (data type),dataTypes,The data type entry when the data type for a given entry is specified by the unit used.,"Only used for measures, which is where the data type entry is used to validate the entry in the value field. For these cases, however, the data type is more dependant on the unit than the measure , and so this entry directs users to consult the data type of the unit.",,naDomain,naSpecimenSet,anyCompartmentSet,naGroup,naClass,naNomenclature,,,,naUnitSet,naAggrScale,naAggrSet,,,active,2.0.0,2.0.0,added in V2.0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,input,,,,,,,,,,,,,,,,,,,,,,,,,varchar,,,0,30
seeUnitVal,See unit (value),categories,"A value for maximum or minimum value in the dictionary, use when the maximum or minimum value is determined by the unit. ","Used for measures when the constraints on maximum and minimmum value are specified by the unit, not the measure.",,naDomain,naSpecimenSet,naCompartmentSet,naGroup,naClass,naNomenclature,,,,naUnitSet,naAggrScale,naAggrSet,,genMissingnessSet,active,2.0.0,2.0.0,added in V2.0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,input,,,,,,,,,,,,,,,,,,,,,input,,,,varchar,,,0,30
sEfflu,Secondary clarifier effluent,categories,Effluent obtained after secondary clarifiers,,,naDomain,naSpecimenSet,naCompartmentSet,colGrp,naClass,naNomenclature,,,,naUnitSet,naAggrScale,naAggrSet,,,active,1.0.0,2.0.0,,,,,,,,input,,,,,,,,,,,,input,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,input,,,,varchar,,,0,30
self,Access to self,attributes,"If this is 'no', this data will not be shown on the portal when this reporter logs in. If missing, data will be available to this reporter.",,,naDomain,naSpecimenSet,naCompartmentSet,naGroup,naClass,naNomenclature,,,booleanSet,naUnitSet,naAggrScale,naAggrSet,,genMissingnessSet,depreciated,1.0.0,2.0.0,depreciated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,boolean,,,0,30
semSol,Semi-solid,categories,A state of matter consisting of molecules in a non-rigid structure that can retain its shape and volume but that is not resistant to such change.,,,naDomain,naSpecimenSet,naCompartmentSet,naGroup,naClass,naNomenclature,,,,naUnitSet,naAggrScale,naAggrSet,,,active,3.0.0,3.0.0,added in V3.0.0,input,,,,,,input,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,input,,,,varchar,,,0,50
sentDate,Date sample was sent,attributes,Date that the sample was sent from the collection site to the lab.,,,naDomain,naSpecimenSet,naCompartmentSet,naGroup,naClass,naNomenclature,,,,naUnitSet,naAggrScale,naAggrSet,,genMissingnessSet,active,2.0.0,2.0.0,"added in V2.0.0, Update in line with Github Issue #211",,,,,,,,,,,,,,,,,,,header,optional,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,datetime,,,0,30
septage,Septic tank wastewater,categories,Wastewater from within a septic tank,,,naDomain,naSpecimenSet,naCompartmentSet,colGrp,naClass,naNomenclature,,,,naUnitSet,naAggrScale,naAggrSet,,,active,1.0.0,2.0.0,,,,,,,,,,,,,,,,,,,,input,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,input,,,,varchar,,,0,30
septTnk,Septic tank,categories,Septic tank,,,naDomain,naSpecimenSet,naCompartmentSet,colGrp,naClass,naNomenclature,,,,naUnitSet,naAggrScale,naAggrSet,,,active,1.0.0,2.0.0,"description wording, structure",,,,,,,input,,,,,,,,,input,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,input,,,,varchar,,,0,30
seqAss,Sequence Assembly Software,methods,The name of the software/toolkit/pipeline used for assembling sequences from reads.,,,bio,saSpecimenSet,anyCompartmentSet,procGrp,sequence,naNomenclature,,,seqAssSet,naUnitSet,qualAggScale,naAggrSet,genQualitySet,genMissingnessSet,active,3.0.0,3.0.0,added in V3.0.0,input,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,input,,,,categorical,,,0,30
seqAssLen,sequence assembly length,measurements,The length of the genome generated by assembling reads using a scaffold or by reference-based mapping.,Provide a numerical value (no need to include units).,,bio,saSpecimenSet,anyCompartmentSet,procGrp,sequence,naNomenclature,,,,basePairSet,quantAggScale,linearAggrSet,measQualitySet,genMissingnessSet,active,3.0.0,3.0.0,added in V3.0.0,input,,,,,,input,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,input,,,,integer,0,,,
seqAssSet,Sequence Assembly Software Set,mmaSets,The valid set of categorical values for sequence assembly software methods.,,,bio,naSpecimenSet,anyCompartmentSet,procGrp,sequence,naNomenclature,,,seqAssSet,naUnitSet,naAggrScale,naAggrSet,,,active,3.0.0,3.0.0,added in V3.0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,input,,,,,,,,,,,,,,,,,,,,,,,,,categorical,,,0,30
seqContam,Sequence Contaminated,qualityIndicators,Sequence is contaminated.,,,naDomain,naSpecimenSet,naCompartmentSet,naGroup,naClass,naNomenclature,,,,naUnitSet,naAggrScale,naAggrSet,,,active,2.3.0,2.3.0,added in V2.3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,input,,,,,,,,,,,,,,,,,,,varchar,,,0,30
seqKitRmdup,SeqKit rmdup,categories,A deduplication method that works within SeqKit for duplicate removal in FASTA/FASTQ files.,,,naDomain,naSpecimenSet,naCompartmentSet,procGrp,software,naNomenclature,,,,naUnitSet,naAggrScale,naAggrSet,,,active,3.0.0,3.0.0,added in V3.0.0,input,,,,,,input,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://github.com/shenwei356/seqkit,varchar,,,0,50
seqKitStats,SeqKit stats,categories,"Part of SeqKit, a QC pipeline tool for sequencing data that providing a summary of sequence metrics like length, GC content, and quality.",,,naDomain,naSpecimenSet,naCompartmentSet,procGrp,software,naNomenclature,,,,naUnitSet,naAggrScale,naAggrSet,,,active,3.0.0,3.0.0,added in V3.0.0,input,,,,,,input,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://bioinf.shenwei.me/seqkit/usage/  ,varchar,,,0,50
seqLay,Sequencing Layout,methods,The layout of genetic material used in sequencing.,,,bio,saSpecimenSet,anyCompartmentSet,procGrp,sequence,naNomenclature,,,seqLaySet,unitlessUnitSet,qualAggScale,naAggrSet,seqQualitySet,genMissingnessSet,active,2.0.0,2.0.0,added in V2.0.0,input,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,input,,,,categorical,,,0,30
seqLaySet,Sequencing Layout set,mmaSets,The set for the layout of genetic material used in sequencing,,,bio,naSpecimenSet,anyCompartmentSet,procGrp,sequence,naNomenclature,,,seqLaySet,naUnitSet,naAggrScale,naAggrSet,,,active,2.0.0,2.0.0,added in V2.0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,input,,,,,,,,,,,,,,,,,,,,,,,,,categorical,,,0,30
seqManPro,SeqMan Pro (Lasergene),categories,Sequencing software that is for de novo sequence assembly and consensus calling.,,,naDomain,naSpecimenSet,naCompartmentSet,procGrp,software,naNomenclature,,,,naUnitSet,naAggrScale,naAggrSet,,,active,3.0.0,3.0.0,added in V3.0.0,input,,,,,,input,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.dnastar.com/software/lasergene/ (homepage) — happy to fetch exact link,varchar,,,0,50
seqQC,Sequencing QC Pipeline,methods,The quality control pipeline for sequencing or PCR data.,,,bio,saSpecimenSet,anyCompartmentSet,procGrp,sequence,naNomenclature,,,seqQCSet,naUnitSet,qualAggScale,naAggrSet,genQualitySet,genMissingnessSet,active,3.0.0,3.0.0,added in V3.0.0,input,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,input,,,,categorical,,,0,30
seqQCSet,Sequencing QC Pipeline Set,mmaSets,The category set of valid innput values for the software/library/pipeline used to do quality checks on sequencing or PCR data.,,,bio,naSpecimenSet,anyCompartmentSet,procGrp,sequence,naNomenclature,,,seqQCSet,naUnitSet,naAggrScale,naAggrSet,,,active,3.0.0,3.0.0,added in V3.0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,input,,,,,,,,,,,,,,,,,,,,,,,,,categorical,,,0,30
seqQualitySet,Sequencing quality set,qualityIndSets,Quality set for sequencing measures,,,naDomain,saSpecimenSet,anyCompartmentSet,naGroup,naClass,naNomenclature,,,,naUnitSet,naAggrScale,naAggrSet,seqQualitySet,,active,2.0.0,2.0.0,added in V2.0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,input,,,,,,,,,,,,,,,,,,,,,,,,,categorical,,,0,30
seqSel,Sequencing selection method,methods,The primer sequence selection method used in sequencing.,,,bio,saSpecimenSet,anyCompartmentSet,procGrp,sequence,naNomenclature,,,seqSelSet,unitlessUnitSet,qualAggScale,naAggrSet,seqQualitySet,genMissingnessSet,active,2.0.0,2.0.0,added in V2.0.0,input,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,input,,,,categorical,,,0,30
seqSelSet,Sequencing selection method set,mmaSets,The set for the selection method used in sequencing,,,bio,naSpecimenSet,anyCompartmentSet,procGrp,sequence,naNomenclature,,,seqSelSet,naUnitSet,naAggrScale,naAggrSet,,,active,2.0.0,2.0.0,added in V2.0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,input,,,,,,,,,,,,,,,,,,,,,,,,,categorical,,,0,30
seqSero2,SeqSero2,categories,"SeqSero2. Specifically designed for Salmonella serotyping using raw sequence reads, assemblies, or even complete genomes. Provides results based on antigenic formulas or serotype names.",,,naDomain,naSpecimenSet,naCompartmentSet,naGroup,naClass,naNomenclature,,,,naUnitSet,naAggrScale,naAggrSet,,,active,3.0.0,3.0.0,added in V3.0.0,input,,,,,,input,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.denglab.info/SeqSero2   GitHub: https://github.com/denglab/SeqSero2  ,varchar,,,0,50
seqStrat,Sequencing Strategy,methods,The sequencing strategy used for an analysis.,,,bio,saSpecimenSet,anyCompartmentSet,procGrp,sequence,naNomenclature,,,seqStratSet,unitlessUnitSet,qualAggScale,naAggrSet,seqQualitySet,genMissingnessSet,active,2.0.0,2.0.0,added in V2.0.0,input,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,input,,,,categorical,,,0,30
seqStratSet,Sequencing Strategy set,mmaSets,The set for the sequencing strategy used for an analysis,,,bio,naSpecimenSet,anyCompartmentSet,procGrp,sequence,naNomenclature,,,seqStratSet,naUnitSet,naAggrScale,naAggrSet,,,active,2.0.0,2.0.0,added in V2.0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,input,,,,,,,,,,,,,,,,,,,,,,,,,categorical,,,0,30
seqtk,seqtk,categories,"A lightweight sequencing data toolkit for FASTQ and FASTA manipulation, including trimming and subsampling.",,,naDomain,naSpecimenSet,naCompartmentSet,procGrp,software,naNomenclature,,,,naUnitSet,naAggrScale,naAggrSet,,,active,3.0.0,3.0.0,added in V3.0.0,input,,,,,,input,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://github.com/lh3/seqtk (homepage of tool),varchar,,,0,50
seqTyping,SeqTyping,categories,SeqTyping. Focus: Simultaneous MLST and serotyping for Escherichia coli and Salmonella. Applications: Integrated with bacterial genome typing databases. Features: Compatible with short-read sequencing data.,,,naDomain,naSpecimenSet,naCompartmentSet,naGroup,naClass,naNomenclature,,,,naUnitSet,naAggrScale,naAggrSet,,,active,3.0.0,3.0.0,added in V3.0.0,input,,,,,,input,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,varchar,,,0,50
sequence,Genetic sequences class,classes,Measures and methods related to genetic sequencing.,,,bio,saSpecimenSet,anyCompartmentSet,naGroup,sequence,naNomenclature,,,,geneticUnitSet,seeUnitAggScale,naAggrSet,measQualitySet,,active,2.0.0,2.0.0,added in V2.0.0,,,,,,,input,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,input,,,,,,,,,,,,,,,,,,,,,,,,,varchar,,,0,30
serDil,serial dillution,categories,Describes a serial dilution process for standard curve generation for PCR.,,,naDomain,naSpecimenSet,naCompartmentSet,naGroup,naClass,naNomenclature,,,,naUnitSet,naAggrScale,naAggrSet,pcrQualitySet,,active,2.2.0,2.2.0,added in V2.2.0,input,,,,,,input,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,input,,,,varchar,,,0,30
serialDilution,Serial dilution,categories,The serial dilution method for assessing inhibition.,,,naDomain,naSpecimenSet,naCompartmentSet,procGrp,dilution,naNomenclature,,,,naUnitSet,naAggrScale,naAggrSet,,,active,2.0.0,2.0.0,added in V2.0.0,input,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,input,,,,,,,,,,,,,,,,,,,,,input,,,,varchar,,,0,30
seroMeth,Serotyping Method,methods,The method used to determine the serovar.,,,bio,saSpecimenSet,anyCompartmentSet,procGrp,sequence,naNomenclature,,,seroMethSet,naUnitSet,qualAggScale,naAggrSet,genQualitySet,genMissingnessSet,active,3.0.0,3.0.0,added in V3.0.0,input,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,input,,,,categorical,,,0,30
seroMethSet,Serotyping Method Set,mmaSets,The set of categorical inputs for populating the the serotyping method field.,,,bio,naSpecimenSet,anyCompartmentSet,procGrp,sequence,naNomenclature,,,seroMethSet,naUnitSet,naAggrScale,naAggrSet,,,active,3.0.0,3.0.0,added in V3.0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,input,,,,,,,,,,,,,,,,,,,,,,,,,categorical,,,0,30
serotypeFin,SerotypeFinder,categories,SerotypeFinder. A web-based tool that predicts serotypes for Escherichia coli and other bacteria by detecting genes encoding O-antigens and H-antigens. Developed by the Center for Genomic Epidemiology.,,,naDomain,naSpecimenSet,naCompartmentSet,naGroup,naClass,naNomenclature,,,,naUnitSet,naAggrScale,naAggrSet,,,active,3.0.0,3.0.0,added in V3.0.0,input,,,,,,input,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Web tool: https://cge.cbs.dtu.dk/services/SerotypeFinder/   CLI: https://github.com/Papos92/ecoli_serotyper  ,varchar,,,0,50
serovar,Serological Variant (Serovar),measurements,The serovar of the organism.,Only include this information if it has been determined by traditional serological methods or a validated in silico prediction tool e.g. SISTR.,,bio,saSpecimenSet,anyCompartmentSet,miscMeas,variant,naNomenclature,,,,unitlessUnitSet,qualAggScale,naAggrSet,genQualitySet,genMissingnessSet,active,3.0.0,3.0.0,added in V3.0.0,input,,,,,,input,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,input,,,,varchar,,,0,50
seseDep,Sewer Sediments Depreciated,categories,Sediments obtained in sewer.,,,naDomain,naSpecimenSet,naCompartmentSet,colGrp,naClass,naNomenclature,,,,naUnitSet,naAggrScale,naAggrSet,,,depreciated,1.0.0,2.0.0,"depreciated, site material like this now captured in sample table",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,input,,,,varchar,,,0,30
siteID,Site ID,attributes,Unique identifier for the location where a sample was taken.,,,naDomain,naSpecimenSet,naCompartmentSet,naGroup,naClass,naNomenclature,,,,naUnitSet,naAggrScale,naAggrSet,,genMissingnessSet,active,1.0.0,2.0.0,"description wording, structure",,,,,,,fK,recommended,6,,,,,,,pK,mandatory,2,fK,mandatory,5,,,,,,,,,,fK,optional,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,varchar,,,0,30
siteDef,Site ID default,attributes,Used as default when a new sample is created by this reporter. See ID in Site table.,"Deprecated in version 2, please do not use. Just populate standard SiteID.",,naDomain,naSpecimenSet,naCompartmentSet,naGroup,naClass,naNomenclature,,,,naUnitSet,naAggrScale,naAggrSet,,genMissingnessSet,depreciated,1.0.0,2.0.0,depreciated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,varchar,,,0,30
qualityReportsOrder,Quality rerpots table column order,tableSupport,Specifies the order of the columns in the Quality Reports table.,,,naDomain,naSpecimenSet,naCompartmentSet,naGroup,naClass,naNomenclature,,,,naUnitSet,naAggrScale,naAggrSet,,,active,2.0.0,2.0.0,added in V2.0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,header,optional,87,,,,,,,,,,,,,,,,,,,,,,,integer,1,,,
sets,Sets look-up table,tables,"Look up table for all sets, managing how categorical inputs for various methods and attributes are grouped together. This table manages many-to-many relationships and category recycling within the ODM. The short name for the table (partID) can be found in the instructions field.",se,,naDomain,naSpecimenSet,naCompartmentSet,naGroup,lookup,naNomenclature,,,,naUnitSet,naAggrScale,naAggrSet,,,active,2.0.0,2.0.0,"reformatted to sets from ""look-up""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,header,optional,82,,,,,,,,,,,,,,,,,,,,,,,varchar,,,0,30
sampleRelationshipsRequired,Sample relationships table required headers,tableSupport,Specifies the columns required in a Sample Relationships table.,,,naDomain,naSpecimenSet,naCompartmentSet,naGroup,naClass,naNomenclature,,,,naUnitSet,naAggrScale,naAggrSet,,,active,2.0.0,2.0.0,added in V2.0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,header,optional,89,,,,,,,,,,,,,,,,,,,,,,,varchar,,,0,30
settsol,Settled solids,measurements,Amount of settled solids from a wastewater sample.,"May be a volume or a weight, see the unitID for a given measure row for details on a given sample.",,phy,saSpecimenSet,waterCompartmentSet,procGrp,physical,naNomenclature,,,,volumeUnitSet,seeUnitAggScale,linearAggrSet,genQualitySet,genMissingnessSet,active,2.0.0,2.0.0,added in V2.0.0,input,,,,,,input,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,input,,,,seeUnitData,seeUnitVal,seeUnitVal,,
setType,Set type,partSupport,"The type of set. i.e. quality set, aggregation set, unit set",,,naDomain,naSpecimenSet,naCompartmentSet,naGroup,naClass,naNomenclature,,,setTypeSet,naUnitSet,naAggrScale,naAggrSet,,,active,2.0.0,2.0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,header,mandatory,3,,,,,,,,,,,,,,,,,,,,categorical,,,0,30
severity,Severity indicator,attributes,An indicator of the severity or seriousness of a quality flag.,,,naDomain,naSpecimenSet,naCompartmentSet,naGroup,naClass,naNomenclature,,,sevSet,naUnitSet,naAggrScale,naAggrSet,,genMissingnessSet,active,2.0.0,2.0.0,added in V2.0.0,,,,,,,input,,,,,,,,,,,,input,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,header,optional,6,,,,,,,,,,,,,,,,,categorical,,,0,30
sevSet,Severity set,mmaSets,A set for severity indicators.,,,naDomain,naSpecimenSet,anyCompartmentSet,naGroup,naClass,naNomenclature,,,sevSet,naUnitSet,naAggrScale,naAggrSet,,,active,2.0.0,2.0.0,added in V2.0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,input,,,,,,,,,,,,,,,,,,,,,,,,,categorical,,,0,30
