partID,partLabel,partType,partDesc,partInstr,domainID,specimenSet,compartSet,groupID,classID,nomenclatureID,ontologyRef,latExp,catSetID,unitSetID,aggScaleID,aggSetID,qualitySetID,status,firstRel,lastUp,changes,methodSteps,methodStepsRequired,methodStepsOrder,methodSets,methodSetsRequired,methodSetsOrder,measures,measuresRequired,measuresOrder,measureSets,measureSetsRequired,measureSetsOrder,datasets,datasetsRequired,datasetsOrder,sites,sitesRequired,sitesOrder,samples,samplesRequired,samplesOrder,addresses,addressesRequired,addressesOrder,contacts,contactsRequired,contactsOrder,organizations,organizationsRequired,organizationsOrder,instruments,instrumentsRequired,instrumentsOrder,polygons,polygonsRequired,polygonsOrder,languageLUs,translationLUs,partLUs,setLUs,refLink,dataType,minValue,maxValue,minLength,maxLength
depreciated,Depreciated,category,Indicator to say that a part is no longer in current use in the model. See partID = status,NA,naDomain,naSpecimenSet,naCompartmentSet,naGroup,naClass,naNomenclature,,NA,statusSet,naUnitSet,NA,naAggrSet,NA,active,2.0,2.0,added in V2.0,NA,,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,input,NA,NA,varchar,NA,NA,0,30
derived,Derived sample,category,Specifies a sample that is derrived or made from another sample or material.,NA,naDomain,naSpecimenSet,naCompartmentSet,naGroup,naClass,naNomenclature,,NA,originCatSet,naUnitSet,NA,naAggrSet,NA,active,2.0,2.0,added in V2.0,NA,,NA,NA,,NA,input,NA,NA,NA,,NA,NA,,NA,NA,,NA,input,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,varchar,NA,NA,0,30
addID,Address ID,attribute,A unique identifier for an address.,NA,naDomain,naSpecimenSet,naCompartmentSet,naGroup,naClass,naNomenclature,,NA,NA,naUnitSet,NA,naAggrSet,NA,active,2.0,2.0,added in V2.0,NA,,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,,NA,fK,optional,6,NA,,NA,pK,mandatory,1,NA,,NA,fK,mandatory,2,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,varchar,NA,NA,0,30
descrChange,Description of change,dictionary,A description of change in a part from the previous verion,NA,naDomain,naSpecimenSet,naCompartmentSet,naGroup,naClass,naNomenclature,,NA,NA,naUnitSet,NA,naAggrSet,NA,active,2.0,2.0,added in V2.0,NA,,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,header,NA,NA,varchar,NA,NA,NA,NA
desk,Desk or counter,category,"Desk, table, countertop or other flat working surface.",NA,naDomain,naSpecimenSet,surfaceCompartment,colGrp,naClass,naNomenclature,,NA,sampleMatCat,naUnitSet,NA,naAggrSet,NA,active,2.0,2.0,added in V2.0,NA,,NA,NA,,NA,input,NA,NA,NA,,NA,NA,,NA,NA,,NA,input,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,varchar,NA,NA,0,30
deso,Dewatered solids,category,Dewatered solids.,NA,naDomain,naSpecimenSet,waterCompartment,procGrp,naClass,naNomenclature,,NA,spikeMatCat,naUnitSet,NA,naAggrSet,NA,active,1.0,2.0,NA,NA,,NA,NA,,NA,input,NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,varchar,NA,NA,NA,NA
det,Detected,unit,Substance detected or not detected.,"1 = detected, 0 = not detected",Bio,saSpecimen,anyCompartment,naGroup,naClass,naNomenclature,,$detected$,NA,naUnitSet,quantitative,naAggrSet,genQualitySet,active,1.0,2.0,description wording.,NA,,NA,NA,,NA,input,NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,boolean,0,1,0,NA
details,Access to details,attribute,More details on the existing confidentiality requirements of this measurement.,NA,naDomain,naSpecimenSet,naCompartmentSet,naGroup,naClass,naNomenclature,,NA,NA,naUnitSet,NA,naAggrSet,NA,depreciated,1.0,1.0,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,boolean,NA,NA,0,1
dictionary,Dictionary Part Type,dictionary,Parts used to describe the dictionary. Parts with the `partType` atrbiute.,Part with this partType attribute describe to fundamental organization of the data model.,naDomain,naSpecimenSet,naCompartmentSet,naGroup,naClass,naNomenclature,,NA,partTypeCat,naUnitSet,NA,naAggrSet,NA,active,2.0,2.0,added in V2.0,NA,,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,input,NA,NA,varchar,NA,NA,NA,NA
dilFact,Dilution factor,measure,Specifies the extent to which a sample or aliquot was diluted prioir to analysis.,"Dilution factor is reported as a unitless measure, where a value of 10 indicates a 10:1 dilution.",allDo,saSpecimen,anyCompartment,procGrp,naClass,naNomenclature,,NA,NA,naUnitSet,see unit,naAggrSet,genQualitySet,active,2.0,2.0,added in V2.0,input,,NA,NA,,NA,input,NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,integer,1,NA,0,10
disease,Disease (human),class,Specifies a collection of measures/methods related to disease or infection in humans.,NA,Bio,poSpecimen,humanCompartment,naGroup,disease,ICD,,NA,NA,naUnitSet,see unit,naAggrSet,genQualitySet,active,2.0,2.0,added in V2.0,NA,,NA,NA,,NA,input,NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,input,NA,NA,varchar,NA,NA,0,30
dissGasUnits,Dissolved gas concentration unit set,unitSet,Unit set for carbon dioxide concentrations measurements in water or air.,NA,naDomain,naSpecimenSet,airWaterCompartment,naGroup,naClass,naNomenclature,,NA,NA,dissGasUnits,quantitative,naAggrSet,NA,active,2.0,2.0,added in V2.0,NA,,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,input,NA,NA,varchar,NA,NA,NA,NA
doc,Depth of coverage,unit,The sequencing read depth.,Used to interpret the confidence in a presence or amount of a varient.,Bio,saSpecimen,anyCompartment,naGroup,naClass,naNomenclature,,$$,NA,naUnitSet,quantitative,naAggrSet,genQualitySet,active,2.0,2.0,Issue #120,NA,,NA,NA,,NA,input,NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,integer,0,100,0,10
domain,Domain Part Type,dictionary,"Domain is the highest level of describing of a measure. There are three domain types: biologic (i.e. Covid-19, chemical (i.e. nitrogen), physical measure (temperature).",NA,naDomain,naSpecimenSet,naCompartmentSet,naGroup,naClass,naNomenclature,,NA,partTypeCat,naUnitSet,NA,naAggrSet,NA,active,2.0,2.0,added in V2.0,NA,,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,input,NA,NA,varchar,NA,NA,NA,NA
domainID,Domain ID,attribute,"Domain is the highest level of describing of a measure. There are three domain types: biologic (i.e. Covid-19, chemical (i.e. nitrogen), physical measure (temperature).","The domain ID that corresponds to a given part. Mostly applicable for measures, methods, units, and aggregations.",naDomain,naSpecimenSet,naCompartmentSet,naGroup,naClass,naNomenclature,,NA,NA,naUnitSet,NA,naAggrSet,NA,active,2.0,2.0,added in V2.0,NA,,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,header,NA,NA,categorical,NA,NA,0,30
dorm,Higher education domitory or residential building,category,Higher education domitory or residential building,NA,naDomain,naSpecimenSet,anyCompartment,colGrp,naClass,naNomenclature,,NA,shedCat,naUnitSet,NA,naAggrSet,NA,active,2.0,2.0,added in V2.0,NA,,NA,NA,,NA,input,NA,NA,NA,,NA,NA,,NA,input,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,varchar,NA,NA,NA,NA
e156g,e156g delta-variant gene target,measure,e156g delta-variant gene target,NA,Bio,saSpecimen,anyCompartment,sarsCov2,mutation,naNomenclature,,NA,NA,geneticUnits,see unit,naAggrSet,pcrQualitySet,active,2.0,2.0,added in V2.0,NA,,NA,NA,,NA,input,NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,see unit,see unit,see unit,0,30
e484a ,e484a omicron-variant gene target,measure,e484a omicron-variant gene target,NA,Bio,saSpecimen,anyCompartment,sarsCov2,mutation,naNomenclature,,NA,NA,geneticUnits,see unit,naAggrSet,pcrQualitySet,active,2.0,2.0,added in V2.0,NA,,NA,NA,,NA,input,NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,see unit,see unit,see unit,0,30
ecoli,Escherichia coli,measure,"Concentration of bacteria that are passed through the faecal excrement of humans, livestock and wildlife",NA,Bio,siSaSpecimen,surfaceWaterCompartment,bactMisc,naClass,naNomenclature,,NA,NA,bacteriaUnits,NA,naAggrSet,genQualitySet,active,1.0,2.0,"description wording, structure",NA,,NA,NA,,NA,input,NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,see unit,see unit,see unit,0,30
education,Education,category,A measure or sample taken for education or training.,"Use this purpose, for example, when teaching how to use the PHES-ODM.",naDomain,naSpecimenSet,naCompartmentSet,naGroup,naClass,naNomenclature,,NA,purposeCat,naUnitSet,NA,naAggrSet,NA,active,2.0,2.0,added in V2.0,NA,,NA,NA,,NA,input,NA,NA,NA,,NA,NA,,NA,NA,,NA,Input,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,varchar,NA,NA,NA,NA
orgTypeID,Organization Type ID,attribute,Specifies the type or purpose of a given organization. ,NA,naDomain,naSpecimenSet,naCompartmentSet,naGroup,naClass,naNomenclature,,NA,NA,naUnitSet,NA,naAggrSet,NA,active,2.0,2.0,added in V2.0,NA,,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,fK,mandatory,3,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,categorical,NA,NA,0,30
envRnF,Rainfall,measure,"Rainfall, i.e. amount of precipitation in the form of rain.",NA,Phy,siSpecimen,anyCompartment,siteFeat,precipClass,naNomenclature,,NA,NA,precipitationUnits,see unit,naAggrSet,genQualitySet,active,1.0,2.0,"description wording, structure",NA,,NA,NA,,NA,input,NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,float,see unit,see unit,0,30
envSnwD,Ground Snow Depth,measure,Total depth of snow on the ground.,NA,Phy,siSpecimen,anyCompartment,siteFeat,precipClass,naNomenclature,,NA,NA,precipitationUnits,see unit,naAggrSet,genQualitySet,active,1.0,2.0,"description wording, structure",NA,,NA,NA,,NA,input,NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,float,see unit,see unit,0,30
envSnwF,Snowfall,measure,"Snowfall, i.e. amount of precipitation in the form of snow.",NA,Phy,siSpecimen,anyCompartment,siteFeat,precipClass,naNomenclature,,NA,NA,precipitationUnits,see unit,naAggrSet,genQualitySet,active,1.0,2.0,"description wording, structure",NA,,NA,NA,,NA,input,NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,float,see unit,see unit,0,30
epiDate,Episode Date,category,"Episode date is the earliest of onset, test or reported date.",NA,naDomain,naSpecimenSet,humanCompartment,naGroup,naClass,naNomenclature,,NA,popDateTypeCat,naUnitSet,NA,naAggrSet,NA,depreciated,1.0,1.0,NA,NA,,NA,NA,,NA,input,NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,datetime,NA,NA,NA,NA
eSarbeco,Sarbecovirus-specific E sars-cov-2 gene target,measure,Sarbecovirus-specific E sars-cov-2 gene target,NA,Bio,saSpecimen,anyCompartment,sarsCov2,mutation,naNomenclature,,NA,NA,geneticUnits,see unit,naAggrSet,pcrQualitySet,active,2.0,2.0,added in V2.0,NA,,NA,NA,,NA,input,NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,see unit,see unit,see unit,0,30
estuary,"Estuary, natural water body",category,"Estuary, natural water body",NA,naDomain,naSpecimenSet,waterCompartment,colGrp,naClass,naNomenclature,,NA,siteTypeCat,naUnitSet,NA,naAggrSet,NA,active,1.0,2.0,"description wording, structure",NA,,NA,NA,,NA,input,NA,NA,NA,,NA,NA,,NA,input,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,varchar,NA,NA,NA,NA
expFail,Experiment Failed,quality,PCR experiment failed. No value reported.,Value should be blank for a measure with this qualityFlag value.,Bio,saSpecimen,anyCompartment,naGroup,naClass,naNomenclature,,NA,NA,naUnitSet,NA,naAggrSet,pcrQualitySet,active,2.0,2.0,added in V2.0,NA,,NA,NA,,NA,input,NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,varchar,NA,NA,NA,NA
extractCatSet,Nucleic Acid Extraction Category Set,categorySet,Category set used for storing all the valid category values for the nucleic acid extraction method.,NA,Bio,saSpecimen,anyCompartment,naGroup,naClass,naNomenclature,,NA,extractCatSet,naUnitSet,NA,naAggrSet,NA,active,2.0,2.0,added in V2.0,NA,,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,input,NA,NA,varchar,NA,NA,NA,NA
extraction,Nucleic acid extraction method,method,Description of the xtraction method.,Description of the method used to extract the sample,Bio,saSpecimen,anyCompartment,procGrp,naClass,naNomenclature,,NA,extractCatSet,naUnitSet,NA,naAggrSet,NA,active,1.0,2.0,description wording add categories from NWSS,input,,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,categorical,NA,NA,0,100
exvol,Extraction volume of sample,measure,Extraction volume of sample.,Size of the sample that is analyzed.,Phy,saSpecimen,anyCompartment,procGrp,physical,naNomenclature,,NA,NA,volumeUnits,see unit,naAggrSet,genQualitySet,active,1.0,2.0,description wording and unit set,NA,,NA,NA,,NA,input,NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,float,see unit,see unit,0,null
faeces,Fecal matter,category,Fecal matter.,NA,naDomain,naSpecimenSet,waterCompartment,colGrp,naClass,naNomenclature,,NA,sampleMatCat,naUnitSet,NA,naAggrSet,NA,active,1.0,2.0,NA,NA,,NA,NA,,NA,input,NA,NA,NA,,NA,NA,,NA,NA,,NA,input,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,varchar,NA,NA,NA,NA
fals,False value,category,a boolean 'false' or 'no' indicator.,Use these values and their set for any boolean measure or attribute.,naDomain,anySpecimen,anyCompartment,naGroup,naClass,naNomenclature,,NA,tfCatSet,naUnitSet,NA,naAggrSet,NA,active,2.0,2.0,added in V2.0,NA,,NA,NA,,NA,input,NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,varchar,NA,NA,0,5
fi,Inhibition present and unaddressed,quality,"The original sample was inhibited; however, the inhibition has not been successfully addressed. Therefore, no concentration estimate has been reported.",NA,Bio,saSpecimen,anyCompartment,naGroup,naClass,naNomenclature,,NA,NA,naUnitSet,NA,naAggrSet,pcrQualitySet,active,2.0,2.0,added in V2.0,NA,,NA,NA,,NA,input,NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,varchar,NA,NA,NA,NA
field,Field sample,category,Specifies a sample taken from the field; directly collected from an area for testing.,NA,naDomain,naSpecimenSet,naCompartmentSet,naGroup,naClass,naNomenclature,,NA,originCatSet,naUnitSet,NA,naAggrSet,NA,active,2.0,2.0,added in V2.0,NA,,NA,NA,,NA,input,NA,NA,NA,,NA,NA,,NA,NA,,NA,input,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,varchar,NA,NA,0,30
fieldReplicate,Field sample replicate,category,A sample divided into two or more homogeneous parts.,NA,naDomain,naSpecimenSet,naCompartmentSet,naGroup,naClass,naNomenclature,,NA,replicateCatSet,naUnitSet,NA,naAggrSet,NA,active,2.0,2.0,added in V2.0,NA,,NA,NA,,NA,input,NA,NA,NA,,NA,NA,,NA,NA,,NA,input,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,varchar,NA,NA,0,30
file,File,attribute,"File containing the geometry of the polygon, blob format.",Depreciated in ODM version 2. See geoEPSG and geoWKT,naDomain,naSpecimenSet,naCompartmentSet,naGroup,naClass,naNomenclature,,NA,NA,naUnitSet,NA,naAggrSet,NA,depreciated,1.0,1.0,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,blob,NA,NA,0,65535
filt,filtration,category,Describes solid separation from a wastewater sample via filtration. Proceeds further concentration or analysis of the liquid filtrate.,NA,allDo,saSpecimen,waterCompartment,procGrp,naClass,naNomenclature,,NA,solidSeparationCat,naUnitSet,NA,naAggrSet,NA,active,2.0,2.0,added in V2.0,NA,,NA,NA,,NA,input,NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,varchar,NA,NA,0,30
FiNa,First Nation,category,"Used to categorize a sampleshed that is a First Nation, or on reserve lands.","Likely for internal use only, Indigenous data can and should not be shared without explicit consent of the nation in quesiton.",naDomain,naSpecimenSet,naCompartmentSet,colGrp,naClass,naNomenclature,,NA,shedCat,naUnitSet,NA,naAggrSet,NA,active,2.0,2.0,added in V2.0,NA,,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,,NA,input,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,varchar,NA,NA,0,10
firstName,First Name of Contact,attribute,Specifies the first name of a given contact.,NA,naDomain,naSpecimenSet,naCompartmentSet,naGroup,naClass,naNomenclature,,NA,NA,naUnitSet,NA,naAggrSet,NA,active,2.0,2.0,added in V2.0,NA,,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,header,optional,3,NA,,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,varchar,NA,NA,0,30
firstRel,First Released,dictionary,The version in which a part was first released,NA,naDomain,naSpecimenSet,naCompartmentSet,naGroup,naClass,naNomenclature,,NA,NA,naUnitSet,NA,naAggrSet,NA,active,2.0,2.0,added in V2.0,NA,,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,header,header,NA,varchar,NA,NA,NA,NA
firstReleased,First release version,dictionary,The version that the the part or set was first released.,NA,naDomain,naSpecimenSet,waterCompartment,naGroup,naClass,naNomenclature,,NA,NA,naUnitSet,NA,naAggrSet,NA,active,2.0,2.0,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fK,Foreign key,category,Foreign key for a table.,NA,naDomain,naSpecimenSet,naCompartmentSet,naGroup,naClass,naNomenclature,,NA,tableCat,naUnitSet,NA,naAggrSet,NA,active,2.0,2.0,added in V2.0,NA,,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,varchar,NA,NA,0,30
float,Float Data Type,dictionary,The data type for float data.,Only used for the dictionary entries of parts.,naDomain,naSpecimenSet,anyCompartment,naGroup,naClass,naNomenclature,,NA,dataTypeCatSet,naUnitSet,NA,naAggrSet,NA,active,2.0,2.0,added in V2.0,NA,,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,input,NA,NA,varchar,NA,NA,0,15
floMean,Flow-normalized mean,aggregation,Mean measure normalized to wastewater flow; AlleleX (gc/mL) x Q (ML/d)  / (Pop /1e5) x 1e3 (mL/L) x 1e6 (L/ML)  = AlleleX (gc/day per 1e5 population) ,"Mostly used for reporting specific alleles (N1, N2, E, etc.)",naDomain,anySpecimen,waterCompartment,naGroup,naClass,naNomenclature,,NA,NA,naUnitSet,quantitative,naAggrSet,pcrQualitySet,active,2.0,2.0,added in V2.0,input,,NA,NA,,NA,input,NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,varchar,see unit,see unit,0,10
floor,Floor,category,Floor of a building or room.,NA,naDomain,naSpecimenSet,surfaceCompartment,colGrp,naClass,naNomenclature,,NA,sampleMatCat,naUnitSet,NA,naAggrSet,NA,active,2.0,2.0,added in V2.0,NA,,NA,NA,,NA,input,NA,NA,NA,,NA,NA,,NA,NA,,NA,input,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,varchar,NA,NA,0,30
flow24h,Flow Proportional 24hr Sample,category,A flow proportional 24-hour composite sample generally collected by an autosampler.,NA,naDomain,naSpecimenSet,waterCompartment,colGrp,naClass,naNomenclature,,NA,collectCat,naUnitSet,NA,naAggrSet,sampleQualitySet,depreciated,1.0,1.0,deprecated,NA,,NA,NA,,NA,input,NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
flowClass,Flow class,class,Specifies a collection of measures/methods related to flow.,NA,Phy,siSpecimen,waterCompartment,naGroup,flowClass,naNomenclature,,NA,NA,naUnitSet,see unit,naAggrSet,NA,active,2.0,2.0,added in V2.0,NA,,NA,NA,,NA,input,NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,input,NA,NA,varchar,NA,NA,0,30
flowPr,Flow proportional sample,category,A flow proportionalcomposite sample generally collected by an autosampler.,Use collectionPeriod to describe how many hours the sample was taken.,naDomain,naSpecimenSet,waterCompartment,colGrp,naClass,naNomenclature,,NA,collectCat,naUnitSet,NA,naAggrSet,sampleQualitySet,active,1.0,2.0,Removed time period. Use collection period (collectPer) = 24 for 24hr sample,NA,,NA,NA,,NA,input,NA,NA,NA,,NA,NA,,NA,NA,,NA,input,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,varchar,NA,NA,NA,NA
flowRate,Flow rate,measure,Wastewater volumetric flow rate at the sample collection location over the 24-hr period during which the sample was collected.," If only an instantaneous flow measurement is available, it may be reported in units of million gallons per day. ",Phy,siSpecimen,waterCompartment,siteFeat,flowClass,naNomenclature,,NA,NA,flowUnits,see unit,naAggrSet,genQualitySet,active,1.0,2.0,"description wording, structure",NA,,NA,NA,,NA,input,NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,see unit,see unit,see unit,0,30
flowUnits,Volume flow rate unit set,unitSet,Unit set for volume flow  measurements.,NA,naDomain,naSpecimenSet,waterCompartment,naGroup,naClass,naNomenclature,,NA,NA,flowUnits,quantitative,naAggrSet,NA,active,2.0,2.0,added in V2.0,NA,,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,input,NA,NA,categorical,NA,NA,NA,NA
flowVol,Flow volume,measure,Volume of influent.,NA,Phy,siSpecimen,waterCompartment,siteFeat,flowClass,naNomenclature,,NA,NA,flowUnits,quantitative,naAggrSet,genQualitySet,active,2.0,2.0,added in V2.0,NA,,NA,NA,,NA,input,NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,float,0,NA,NA,NA
flu,Influenza virus,measure,Any influenza virus.,NA,Bio,naSpecimenSet,anyCompartment,virusMisc,naClass,naNomenclature,http://purl.obolibrary.org/obo/MONDO_0005812,NA,NA,naUnitSet,NA,naAggrSet,NA,active,2.0,2.0,added in V2.0,NA,,NA,NA,,NA,input,NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,varchar,NA,NA,0,30
fluiDpcr,Fluidigm digital PCR,category,Describes a PCR analysis done using FluidIGM's digital PCR technology.,NA,Bio,saSpecimen,anyCompartment,naGroup,naClass,naNomenclature,,NA,pcrCatSet,naUnitSet,NA,naAggrSet,pcrQualitySet,active,2.0,2.0,added in V2.0,NA,,NA,NA,,NA,input,NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,varchar,NA,NA,0,30
